[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis started at: 2023-08-14 02:58:31 AM
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Return summary generated for withdraw
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | State variable assignement do not exist
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Processed function withdraw
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Value Range Analysis took 0.002867 seconds
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Value Range Analysis finished
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency detection started!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency detection finished!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Static Analysis took 0.232332 seconds
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Dependency does not exist
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis finished!
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis took 0.232512 seconds
[INFO] | 2023-08-14 02:58:31 AM | analyzer.0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77 | Analysis finished at: 2023-08-14 02:58:31 AM
