[INFO] | 2023-08-14 02:56:18 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Analysis started at: 2023-08-14 02:56:18 AM
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function max64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function min64
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function max256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function min256
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function assert
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for isToken
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for isToken
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function isToken
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for daoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for daoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function daoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for setSupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for setSupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function setSupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for setotherchainstotalsupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for setotherchainstotalsupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function setotherchainstotalsupply
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for burn
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for burn
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function burn
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for burnFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for burnFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function burnFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function transferFrom
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function balanceOf
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function approve
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function allowance
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for fallback
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for fallback
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function fallback
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for setTokenInformation
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for setTokenInformation
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function setTokenInformation
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for setChainsAddresses
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for setChainsAddresses
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function setChainsAddresses
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for DAOPolskaTokenICOregulations
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for DAOPolskaTokenICOregulations
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function DAOPolskaTokenICOregulations
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for createDaoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for createDaoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function createDaoPOLSKAtokens
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for setBonusCreationRate
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for setBonusCreationRate
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function setBonusCreationRate
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for FundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for FundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function FundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for PartialFundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for PartialFundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | State variable assignement do not exist
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function PartialFundsTransfer
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for turnrefund
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for turnrefund
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Processed function turnrefund
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Generating return summary for fundingState
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Return summary generated for fundingState
[INFO] | 2023-08-14 02:56:20 AM | analyzer.0x19cf8481ea15427a98ba3cdd6d9e14690011ab10 | Range graph generated
