[INFO] | 2023-08-14 02:57:38 AM | analyzer.etheraffle | Analysis started at: 2023-08-14 02:57:38 AM
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions buyTickets and togglePause
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions buyTickets and togglePause
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions getRefund and fallback
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions getRefund and buyTickets
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions getRefund and endRaffle
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions endRaffle and fallback
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions endRaffle and buyTickets
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | TOD dependency detected in file etheraffle.sol in contract Ethraffle_v4b in by composing functions endRaffle and endRaffle
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | Dependency detection finished!
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | Static Analysis took 7.146099 seconds
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | Dependency exists
[INFO] | 2023-08-14 02:57:45 AM | analyzer.etheraffle | Invoking symbolic executor!
[INFO] | 2023-08-14 02:58:14 AM | analyzer.etheraffle | Symbolic execution took 29.433357 seconds
[INFO] | 2023-08-14 02:58:14 AM | analyzer.etheraffle | Symbolic execution finished!
[INFO] | 2023-08-14 02:58:14 AM | analyzer.etheraffle | Analysis finished!
[INFO] | 2023-08-14 02:58:14 AM | analyzer.etheraffle | Analysis took 36.579900 seconds
[INFO] | 2023-08-14 02:58:14 AM | analyzer.etheraffle | Analysis finished at: 2023-08-14 02:58:14 AM
