[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Analysis started at: 2023-08-14 03:00:12 AM
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Generating return summary for withdraw
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Return summary generated for withdraw
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Processed function withdraw
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Generating return summary for sendMoney
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Return summary generated for sendMoney
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Processed function sendMoney
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Generating return summary for withdrawAll
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Return summary generated for withdrawAll
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | State variable assignement do not exist
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Processed function withdrawAll
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Value Range Analysis took 0.001543 seconds
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Value Range Analysis finished
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Dependency detection started!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Dependency detection finished!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Static Analysis took 0.167156 seconds
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Dependency does not exist
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Symbolic execution is not needed!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Analysis finished!
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Analysis took 0.167341 seconds
[INFO] | 2023-08-14 03:00:12 AM | analyzer.0xb37f18af15bafb869a065b61fc83cfc44ed9cc27 | Analysis finished at: 2023-08-14 03:00:12 AM
