[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Analysis started at: 2023-08-14 02:59:41 AM
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | TOD dependency detected in file 0x561eac93c92360949ab1f1403323e6db345cbf31.sol in contract BANK_SAFE in by composing functions Collect and Collect
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | TOD dependency detected in file 0x561eac93c92360949ab1f1403323e6db345cbf31.sol in contract BANK_SAFE in by composing functions Collect and fallback
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Dependency detection finished!
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Static Analysis took 0.414340 seconds
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Dependency exists
[INFO] | 2023-08-14 02:59:41 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Invoking symbolic executor!
[INFO] | 2023-08-14 02:59:43 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Symbolic execution took 1.684058 seconds
[INFO] | 2023-08-14 02:59:43 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Symbolic execution finished!
[INFO] | 2023-08-14 02:59:43 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Analysis finished!
[INFO] | 2023-08-14 02:59:43 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Analysis took 2.098829 seconds
[INFO] | 2023-08-14 02:59:43 AM | analyzer.0x561eac93c92360949ab1f1403323e6db345cbf31 | Analysis finished at: 2023-08-14 02:59:43 AM
