[INFO] | 2023-08-14 02:54:37 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Analysis started at: 2023-08-14 02:54:37 AM
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Dependency detection started!
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and request
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and request
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and cancel
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and cancel
[INFO] | 2023-08-14 02:54:38 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and request
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and cancel
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and request
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | DAO dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and cancel
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions withdraw and request
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions withdraw and deliver
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and upgrade
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and upgrade
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and reset
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and suspend
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and suspend
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and restart
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and restart
[INFO] | 2023-08-14 02:54:39 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and request
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and request
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and deliver
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and deliver
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and cancel
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions request and cancel
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and reset
[INFO] | 2023-08-14 02:54:40 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and reset
[INFO] | 2023-08-14 02:54:41 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and request
[INFO] | 2023-08-14 02:54:41 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and request
[INFO] | 2023-08-14 02:54:41 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and request
[INFO] | 2023-08-14 02:54:42 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and request
[INFO] | 2023-08-14 02:54:42 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and deliver
[INFO] | 2023-08-14 02:54:42 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and deliver
[INFO] | 2023-08-14 02:54:43 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and deliver
[INFO] | 2023-08-14 02:54:43 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and deliver
[INFO] | 2023-08-14 02:54:43 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and cancel
[INFO] | 2023-08-14 02:54:43 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and cancel
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and cancel
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions deliver and cancel
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and upgrade
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and reset
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and suspend
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and restart
[INFO] | 2023-08-14 02:54:44 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and request
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and deliver
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | TOD dependency detected in file 0x89c1b3807d4c67df034fffb62f3509561218d30b.sol in contract TownCrier in by composing functions cancel and cancel
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Dependency detection finished!
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Static Analysis took 7.709985 seconds
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Dependency exists
[INFO] | 2023-08-14 02:54:45 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Invoking symbolic executor!
[INFO] | 2023-08-14 02:54:58 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Symbolic execution took 12.698540 seconds
[INFO] | 2023-08-14 02:54:58 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Symbolic execution finished!
[INFO] | 2023-08-14 02:54:58 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Analysis finished!
[INFO] | 2023-08-14 02:54:58 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Analysis took 20.409009 seconds
[INFO] | 2023-08-14 02:54:58 AM | analyzer.0x89c1b3807d4c67df034fffb62f3509561218d30b | Analysis finished at: 2023-08-14 02:54:58 AM
