[INFO] | 2023-08-14 02:57:04 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Analysis started at: 2023-08-14 02:57:04 AM
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for confirmOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function confirmOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for confirmOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for confirmOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function confirmOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for initTokenBank
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for initTokenBank
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function initTokenBank
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for Deposit
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for Deposit
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function Deposit
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function onlyOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for fallback
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for fallback
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function fallback
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function WithdrawToken
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for WithdrawToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for WithdrawToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function WithdrawToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Generating return summary for WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Return summary generated for WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Range graph generated
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Processed function WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Value Range Analysis took 0.005602 seconds
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Value Range Analysis finished
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Dependency detection started!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Dependency detection finished!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Static Analysis took 0.327185 seconds
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Dependency does not exist
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Analysis finished!
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Analysis took 0.327425 seconds
[INFO] | 2023-08-14 02:57:05 AM | analyzer.0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839 | Analysis finished at: 2023-08-14 02:57:05 AM
