[INFO] | 2023-08-14 02:59:59 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Analysis started at: 2023-08-14 02:59:59 AM
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for WithdrawToHolder
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function WithdrawToHolder
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Generating return summary for WitdrawTokenToHolder
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Return summary generated for WitdrawTokenToHolder
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Range graph generated
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Processed function WitdrawTokenToHolder
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Value Range Analysis took 0.009431 seconds
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Value Range Analysis finished
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Storage dependency graph compostion started!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Dependency detection started!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Dependency detection finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Static Analysis took 0.433331 seconds
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Dependency does not exist
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Symbolic execution is not needed!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Analysis finished!
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Analysis took 0.433736 seconds
[INFO] | 2023-08-14 03:00:00 AM | analyzer.0x39cfd754c85023648bf003bea2dd498c5612abfa | Analysis finished at: 2023-08-14 03:00:00 AM
