[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Analysis started at: 2023-08-14 02:58:58 AM
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Generating return summary for AddMessage
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Return summary generated for AddMessage
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Range graph generated
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Processed function AddMessage
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Generating return summary for Put
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Return summary generated for Put
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Range graph generated
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Processed function Put
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Generating return summary for Collect
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Return summary generated for Collect
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Range graph generated
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Processed function Collect
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Generating return summary for fallback
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Return summary generated for fallback
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Range graph generated
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Processed function fallback
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Value Range Analysis took 0.002148 seconds
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Value Range Analysis finished
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Dependency detection started!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Dependency detection finished!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Static Analysis took 0.283379 seconds
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Dependency does not exist
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Analysis finished!
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Analysis took 0.283532 seconds
[INFO] | 2023-08-14 02:58:58 AM | analyzer.0x7541b76cb60f4c60af330c208b0623b7f54bf615 | Analysis finished at: 2023-08-14 02:58:58 AM
