[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis started at: 2023-08-14 02:57:15 AM
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for redeem
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function redeem
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Range graph generated
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for Command
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for Command
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function Command
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Range graph generated
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Value Range Analysis took 0.001680 seconds
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Value Range Analysis finished
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency detection started!
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | TOD dependency detected in file 0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol in contract WhaleGiveaway2 in by composing functions redeem and withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | TOD dependency detected in file 0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol in contract WhaleGiveaway2 in by composing functions redeem and withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | TOD dependency detected in file 0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol in contract WhaleGiveaway2 in by composing functions withdraw and withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | TOD dependency detected in file 0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol in contract WhaleGiveaway2 in by composing functions Command and withdraw
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency detection finished!
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Static Analysis took 0.269717 seconds
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Dependency exists
[INFO] | 2023-08-14 02:57:15 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Invoking symbolic executor!
[INFO] | 2023-08-14 02:57:16 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Symbolic execution took 0.853125 seconds
[INFO] | 2023-08-14 02:57:16 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Symbolic execution finished!
[INFO] | 2023-08-14 02:57:16 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis finished!
[INFO] | 2023-08-14 02:57:16 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis took 1.123257 seconds
[INFO] | 2023-08-14 02:57:16 AM | analyzer.0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2 | Analysis finished at: 2023-08-14 02:57:16 AM
