[INFO] | 2023-08-14 02:55:58 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Analysis started at: 2023-08-14 02:55:58 AM
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Range graph generated
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function newPuppet
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Range graph generated
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for div
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for div
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function div
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Range graph generated
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function fallback
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for withdraw
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for withdraw
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function withdraw
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for mul
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for mul
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function mul
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for sub
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for sub
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function sub
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for add
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for add
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | State variable assignement do not exist
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function add
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Range graph generated
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function constructor
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Generating return summary for fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Return summary generated for fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Range graph generated
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Processed function fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Value Range Analysis took 0.004728 seconds
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Value Range Analysis finished
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Dependency detection started!
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | DAO dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and setExtra
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:55:59 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | TOD dependency detected in file 0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6.sol in contract Splitter in by composing functions fundPuppets and fundPuppets
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Dependency detection finished!
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Static Analysis took 1.178221 seconds
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Dependency exists
[INFO] | 2023-08-14 02:56:00 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Invoking symbolic executor!
[INFO] | 2023-08-14 02:56:02 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Symbolic execution took 2.266589 seconds
[INFO] | 2023-08-14 02:56:02 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Symbolic execution finished!
[INFO] | 2023-08-14 02:56:02 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Analysis finished!
[INFO] | 2023-08-14 02:56:02 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Analysis took 3.445231 seconds
[INFO] | 2023-08-14 02:56:02 AM | analyzer.0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6 | Analysis finished at: 2023-08-14 02:56:02 AM
