[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Analysis started at: 2023-08-14 02:57:00 AM
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for initTokenBank
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for initTokenBank
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function initTokenBank
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for Deposit
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for Deposit
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function Deposit
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for Bal
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for Bal
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function Bal
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for slitherConstructorVariables
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function slitherConstructorVariables
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for onlyOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for onlyOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function onlyOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for fallback
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for fallback
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function fallback
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function changeOwner
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | State variable assignement do not exist
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function WithdrawToken
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for WithdrawToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for WithdrawToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function WithdrawToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Generating return summary for WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Return summary generated for WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Range graph generated
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Processed function WitdrawTokenToHolder
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Value Range Analysis took 0.006146 seconds
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Value Range Analysis finished
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Dependency detection started!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Dependency detection finished!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Static Analysis took 0.397629 seconds
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Dependency does not exist
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Symbolic execution is not needed!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Analysis finished!
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Analysis took 0.397845 seconds
[INFO] | 2023-08-14 02:57:00 AM | analyzer.0x8fd1e427396ddb511533cf9abdbebd0a7e08da35 | Analysis finished at: 2023-08-14 02:57:00 AM
