[INFO] | 2023-08-14 02:58:15 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Analysis started at: 2023-08-14 02:58:15 AM
[INFO] | 2023-08-14 02:58:15 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Storage dependency graph compostion started!
[INFO] | 2023-08-14 02:58:15 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Storage dependency graph compostion finished!
[INFO] | 2023-08-14 02:58:15 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Dependency detection started!
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | DAO dependency detected in file 0x941d225236464a25eb18076df7da6a91d0f95e9e.sol in contract ETH_FUND in by composing functions CashOut and CashOut
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | TOD dependency detected in file 0x941d225236464a25eb18076df7da6a91d0f95e9e.sol in contract ETH_FUND in by composing functions CashOut and Deposit
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | TOD dependency detected in file 0x941d225236464a25eb18076df7da6a91d0f95e9e.sol in contract ETH_FUND in by composing functions CashOut and CashOut
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Dependency detection finished!
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Static Analysis took 0.356046 seconds
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Dependency exists
[INFO] | 2023-08-14 02:58:16 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Invoking symbolic executor!
[INFO] | 2023-08-14 02:58:17 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Symbolic execution took 1.466226 seconds
[INFO] | 2023-08-14 02:58:17 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Symbolic execution finished!
[INFO] | 2023-08-14 02:58:17 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Analysis finished!
[INFO] | 2023-08-14 02:58:17 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Analysis took 1.822717 seconds
[INFO] | 2023-08-14 02:58:17 AM | analyzer.0x941d225236464a25eb18076df7da6a91d0f95e9e | Analysis finished at: 2023-08-14 02:58:17 AM
